TrainNumber,RailwayOperator,OriginStation,DestinationStation,DepartureTime,ArrivalTime,Duration,Status,TicketPrice,TrainType,PlatformNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
TR8464,Amtrak,New York Penn,Chicago Union,2023-04-04 07:01:00,2023-04-04 11:01:00,4:00:00,Cancelled,129.63,Freight,P9,A,126,33,Storm,11
TR8465,Deutsche Bahn,Cologne Hbf,Munich Hbf,2023-09-16 05:13:00,2023-09-16 07:13:00,2:00:00,Cancelled,351.64,Passenger,P3,B,113,267,Fog,19
TR8466,Via Rail,Ottawa Station,Montreal Central,2023-07-20 18:49:00,2023-07-20 22:49:00,4:00:00,Delayed,40.12,High-Speed,P18,A,262,83,Clear,2
TR8467,Via Rail,Vancouver Pacific,Toronto Union,2023-01-20 00:23:00,2023-01-20 03:23:00,3:00:00,On Time,198.19,Passenger,P12,E,413,422,Storm,4
TR8468,Amtrak,San Francisco 4th,Boston South,2023-05-12 00:32:00,2023-05-12 11:32:00,11:00:00,Delayed,223.41,Passenger,P19,D,178,493,Snow,9
TR8469,Indian Railways,Howrah,Mumbai CST,2023-12-29 17:36:00,2023-12-30 03:36:00,10:00:00,Delayed,286.05,Freight,P8,D,90,18,Rain,2
TR8470,Via Rail,Vancouver Pacific,Ottawa Station,2023-03-14 03:14:00,2023-03-14 13:14:00,10:00:00,Cancelled,351.35,Metro,P12,D,263,8,Snow,8
TR8471,JR East,Nagoya Station,Osaka Station,2023-01-31 07:26:00,2023-01-31 11:26:00,4:00:00,Cancelled,140.66,Intercity,P18,C,277,167,Storm,11
TR8472,Deutsche Bahn,Munich Hbf,Cologne Hbf,2023-03-31 14:35:00,2023-03-31 23:35:00,9:00:00,Delayed,95.25,Intercity,P3,C,211,192,Rain,8
TR8473,Indian Railways,Howrah,Bangalore City,2023-06-27 16:47:00,2023-06-27 19:47:00,3:00:00,Delayed,487.63,Passenger,P17,A,274,5,Snow,4
TR8474,JR Central,Nagoya Station,Osaka Station,2023-03-25 19:16:00,2023-03-26 05:16:00,10:00:00,On Time,233.49,Metro,P4,D,256,394,Snow,16
TR8475,JR East,Hiroshima Station,Nagoya Station,2023-05-19 12:06:00,2023-05-20 00:06:00,12:00:00,On Time,460.35,Passenger,P19,B,153,367,Fog,17
TR8476,JR East,Kyoto Station,Tokyo Station,2023-06-03 22:41:00,2023-06-04 08:41:00,10:00:00,Delayed,348.08,Metro,P9,C,367,549,Rain,13
TR8477,Indian Railways,Howrah,Delhi Junction,2023-09-09 01:12:00,2023-09-09 12:12:00,11:00:00,Delayed,204.95,Passenger,P15,A,317,201,Fog,16
TR8478,Amtrak,San Francisco 4th,Boston South,2023-01-04 10:31:00,2023-01-04 16:31:00,6:00:00,Delayed,277.39,Freight,P20,E,146,500,Clear,20
TR8479,Deutsche Bahn,Munich Hbf,Hamburg Hbf,2023-05-19 19:02:00,2023-05-20 01:02:00,6:00:00,Delayed,235.5,Freight,P2,B,464,4,Fog,6
TR8480,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-03-08 09:49:00,2023-03-08 17:49:00,8:00:00,On Time,454.27,Freight,P19,E,104,168,Storm,19
TR8481,Indian Railways,Chennai Central,Delhi Junction,2023-12-25 11:21:00,2023-12-25 22:21:00,11:00:00,On Time,205.22,Freight,P3,B,283,2,Snow,3
TR8482,JR Central,Kyoto Station,Nagoya Station,2023-10-12 17:18:00,2023-10-12 23:18:00,6:00:00,Delayed,233.77,Freight,P2,E,107,6,Fog,3
TR8483,Via Rail,Ottawa Station,Montreal Central,2023-07-26 14:40:00,2023-07-26 18:40:00,4:00:00,On Time,241.85,High-Speed,P9,B,115,151,Snow,10
TR8484,Amtrak,San Francisco 4th,Los Angeles Union,2023-05-22 23:52:00,2023-05-23 07:52:00,8:00:00,Delayed,445.12,Metro,P2,D,226,207,Snow,10
TR8485,Indian Railways,Mumbai CST,Bangalore City,2023-06-14 00:50:00,2023-06-14 04:50:00,4:00:00,Cancelled,248.58,Freight,P14,C,158,110,Snow,15
TR8486,Deutsche Bahn,Hamburg Hbf,,2023-04-09 09:12:00,2023-04-09 12:12:00,3:00:00,On Time,241.73,Passenger,P11,A,90,144,Snow,11
TR8487,JR Central,Osaka Station,Hiroshima Station,2023-01-17 04:53:00,2023-01-17 12:53:00,8:00:00,On Time,428.14,High-Speed,P3,B,311,90,Storm,11
TR8488,Amtrak,Los Angeles Union,Chicago Union,2023-04-01 06:56:00,2023-04-01 16:56:00,10:00:00,Delayed,433.24,Freight,P2,B,369,523,Snow,10
TR8489,Deutsche Bahn,Munich Hbf,Frankfurt Hbf,2023-05-19 13:35:00,2023-05-19 16:35:00,3:00:00,Cancelled,479.95,Metro,P17,B,317,273,Fog,12
TR8490,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-08-04 23:55:00,2023-08-05 05:55:00,6:00:00,Cancelled,412.04,Intercity,P4,B,392,149,Fog,11
TR8491,Amtrak,San Francisco 4th,New York Penn,2023-09-23 19:50:00,2023-09-24 01:50:00,6:00:00,Cancelled,20.71,Intercity,P12,D,178,287,Snow,5
TR8492,Amtrak,Chicago Union,Boston South,2023-12-22 05:36:00,2023-12-22 13:36:00,8:00:00,Cancelled,334.46,Freight,P1,A,379,114,Snow,16
TR8493,Indian Railways,,Bangalore City,2023-05-23 13:01:00,2023-05-23 22:01:00,9:00:00,Delayed,305.05,Passenger,P11,A,247,488,Rain,2
TR8494,Via Rail,Toronto Union,Montreal Central,2023-10-15 09:27:00,2023-10-15 11:27:00,2:00:00,Delayed,282.21,Metro,P6,E,447,84,Clear,14
TR8495,Via Rail,Calgary Station,Montreal Central,2023-10-06 18:29:00,2023-10-06 21:29:00,3:00:00,Delayed,261.3,High-Speed,P1,B,335,385,Clear,12
TR8496,Deutsche Bahn,Hamburg Hbf,Cologne Hbf,2023-05-25 19:04:00,2023-05-25 23:04:00,4:00:00,On Time,384.71,High-Speed,P18,C,419,20,Clear,13
TR8497,Indian Railways,Howrah,Bangalore City,2023-11-29 22:10:00,2023-11-30 02:10:00,4:00:00,Delayed,205.0,Intercity,P5,A,307,82,Snow,17
TR8498,Indian Railways,Delhi Junction,Mumbai CST,2023-03-08 01:29:00,2023-03-08 09:29:00,8:00:00,On Time,369.75,Freight,P6,E,282,197,Storm,4
TR8499,Indian Railways,Delhi Junction,Chennai Central,2023-11-22 23:54:00,2023-11-23 05:54:00,6:00:00,Cancelled,324.0,High-Speed,P8,B,409,545,Fog,8
TR8500,Via Rail,Montreal Central,Toronto Union,2023-03-20 21:03:00,2023-03-21 07:03:00,10:00:00,On Time,387.57,Metro,P14,A,87,141,Rain,8
TR8501,Indian Railways,Delhi Junction,Mumbai CST,2023-06-25 21:36:00,2023-06-25 23:36:00,2:00:00,Delayed,428.24,Intercity,P3,D,183,246,Rain,5
TR8502,JR East,Hiroshima Station,Osaka Station,2023-05-31 05:12:00,2023-05-31 11:12:00,6:00:00,On Time,61.38,Freight,P1,A,347,274,Fog,8
TR8503,Via Rail,Ottawa Station,Montreal Central,2023-06-22 06:26:00,2023-06-22 11:26:00,5:00:00,On Time,111.42,High-Speed,P19,E,159,17,Clear,5
TR8504,Indian Railways,Delhi Junction,Bangalore City,2023-09-15 03:31:00,2023-09-15 09:31:00,6:00:00,Delayed,421.94,Metro,P9,D,295,284,Clear,13
TR8505,JR Central,Osaka Station,Kyoto Station,2023-11-30 09:35:00,2023-11-30 16:35:00,7:00:00,Delayed,34.83,High-Speed,P12,B,270,423,Snow,2
TR8506,Deutsche Bahn,Munich Hbf,Hamburg Hbf,2023-06-03 05:59:00,2023-06-03 17:59:00,12:00:00,Cancelled,319.95,Intercity,P11,B,485,176,Snow,2
TR8507,Amtrak,Chicago Union,San Francisco 4th,2023-08-19 23:12:00,2023-08-20 07:12:00,8:00:00,Delayed,106.16,Metro,P4,C,408,320,Storm,11
TR8508,JR Central,Tokyo Station,Osaka Station,2023-06-07 11:25:00,2023-06-07 12:25:00,1:00:00,Delayed,396.46,Metro,P12,A,225,424,Storm,12
TR8509,Amtrak,San Francisco 4th,New York Penn,2023-11-28 13:47:00,2023-11-28 19:47:00,6:00:00,On Time,150.59,High-Speed,P16,E,460,445,Storm,19
TR8510,JR Central,Nagoya Station,Hiroshima Station,2023-08-20 22:21:00,2023-08-21 03:21:00,5:00:00,Delayed,341.27,Passenger,P10,D,244,202,Snow,4
TR8511,Indian Railways,Delhi Junction,Bangalore City,2023-03-16 05:05:00,2023-03-16 14:05:00,9:00:00,On Time,241.78,Intercity,P4,E,130,264,Fog,4
TR8512,Amtrak,Los Angeles Union,Chicago Union,2023-05-16 13:56:00,2023-05-16 22:56:00,9:00:00,Delayed,33.26,Passenger,P10,B,75,463,Clear,5
TR8513,Via Rail,Ottawa Station,Montreal Central,2023-06-06 14:46:00,2023-06-07 01:46:00,11:00:00,Delayed,427.37,Intercity,P3,D,229,446,Fog,17
TR8514,Via Rail,Toronto Union,Calgary Station,2023-08-15 05:39:00,2023-08-15 07:39:00,2:00:00,Delayed,248.88,Freight,P15,A,217,281,Clear,2
TR8515,Deutsche Bahn,Frankfurt Hbf,Hamburg Hbf,2023-10-11 16:30:00,2023-10-12 03:30:00,11:00:00,On Time,307.38,Freight,P5,C,145,547,Fog,6
TR8516,Indian Railways,Chennai Central,Mumbai CST,2023-06-16 03:57:00,2023-06-16 14:57:00,11:00:00,Cancelled,416.91,Intercity,P16,D,169,215,Storm,20
TR8517,JR Central,Tokyo Station,Nagoya Station,2023-08-28 16:25:00,2023-08-29 01:25:00,9:00:00,On Time,37.89,Intercity,P4,E,345,387,Fog,2
TR8518,Deutsche Bahn,Hamburg Hbf,Munich Hbf,2023-04-18 05:05:00,2023-04-18 11:05:00,6:00:00,Cancelled,436.47,High-Speed,P11,B,137,496,Storm,7
TR8519,Via Rail,Ottawa Station,Montreal Central,2023-09-17 04:30:00,2023-09-17 16:30:00,12:00:00,Cancelled,201.96,Intercity,P9,E,186,158,Snow,7
TR8520,Amtrak,Los Angeles Union,Chicago Union,2023-07-29 09:30:00,2023-07-29 13:30:00,4:00:00,Cancelled,258.73,High-Speed,P9,B,112,204,Storm,18
TR8521,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-08-30 15:02:00,2023-08-30 22:02:00,7:00:00,On Time,75.88,Intercity,P18,B,76,442,Rain,2
TR8522,Via Rail,Calgary Station,Vancouver Pacific,2023-07-10 14:10:00,2023-07-10 23:10:00,9:00:00,Delayed,374.12,High-Speed,P3,D,93,144,Snow,18
TR8523,Amtrak,San Francisco 4th,Boston South,2023-04-08 02:12:00,2023-04-08 04:12:00,2:00:00,Delayed,68.33,Freight,P5,C,65,124,Rain,7
TR8524,Via Rail,Ottawa Station,Vancouver Pacific,2023-01-21 13:47:00,2023-01-21 19:47:00,6:00:00,Delayed,354.17,Passenger,P12,D,399,327,Snow,13
TR8525,Via Rail,Toronto Union,Montreal Central,2023-08-06 09:00:00,2023-08-06 16:00:00,7:00:00,Delayed,203.59,Metro,P15,E,223,287,Rain,4
TR8526,Indian Railways,Mumbai CST,Bangalore City,2023-04-28 02:48:00,2023-04-28 11:48:00,9:00:00,Cancelled,226.01,Metro,P12,A,169,76,Snow,19
TR8527,Indian Railways,Delhi Junction,Mumbai CST,2023-03-26 09:17:00,2023-03-26 17:17:00,8:00:00,Cancelled,80.08,Metro,P8,C,184,274,Storm,16
TR8528,Via Rail,Calgary Station,Toronto Union,2023-02-15 10:14:00,2023-02-15 17:14:00,7:00:00,On Time,26.3,Freight,P6,B,432,47,Clear,13
TR8529,Indian Railways,Bangalore City,Delhi Junction,2023-05-08 13:44:00,2023-05-09 00:44:00,11:00:00,Delayed,308.0,Freight,P19,C,442,387,Rain,20
TR8530,Via Rail,Ottawa Station,Calgary Station,2023-08-28 18:04:00,2023-08-28 19:04:00,1:00:00,Cancelled,217.11,Metro,P3,C,226,190,Rain,4
TR8531,Indian Railways,Delhi Junction,Bangalore City,2023-02-27 10:45:00,2023-02-27 21:45:00,11:00:00,Delayed,453.38,Metro,P4,C,212,124,Clear,6
TR8532,Amtrak,Los Angeles Union,San Francisco 4th,2023-05-09 22:18:00,2023-05-10 05:18:00,7:00:00,On Time,279.31,High-Speed,P2,A,355,548,Snow,16
TR8533,Via Rail,Toronto Union,Montreal Central,2023-08-20 18:36:00,2023-08-21 02:36:00,8:00:00,On Time,306.85,Intercity,P18,D,377,447,Storm,20
TR8534,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-08-19 17:19:00,2023-08-20 04:19:00,11:00:00,Delayed,393.36,High-Speed,P11,C,357,31,Snow,14
TR8535,JR East,Nagoya Station,Tokyo Station,2023-01-13 04:30:00,2023-01-13 16:30:00,12:00:00,Delayed,459.04,Freight,P18,C,160,100,Clear,5
TR8536,JR Central,Tokyo Station,Osaka Station,2023-07-01 05:50:00,2023-07-01 13:50:00,8:00:00,Cancelled,457.94,High-Speed,P6,A,221,349,Clear,8
TR8537,JR Central,Nagoya Station,Osaka Station,2023-06-16 19:05:00,2023-06-17 04:05:00,9:00:00,Cancelled,380.99,Freight,P12,A,426,430,Clear,13
TR8538,Via Rail,Calgary Station,Ottawa Station,2023-09-20 05:01:00,2023-09-20 14:01:00,9:00:00,On Time,223.51,Freight,P10,B,474,298,Rain,4
TR8539,JR Central,Osaka Station,Nagoya Station,2023-01-04 15:29:00,2023-01-05 00:29:00,9:00:00,Cancelled,105.66,Intercity,P15,C,304,47,Rain,14
TR8540,Deutsche Bahn,Frankfurt Hbf,Munich Hbf,2023-09-04 14:29:00,2023-09-04 22:29:00,8:00:00,Delayed,220.92,Intercity,P20,D,133,331,Rain,18
TR8541,Indian Railways,Bangalore City,Chennai Central,2023-06-16 14:29:00,2023-06-17 01:29:00,11:00:00,Delayed,411.58,Passenger,P13,C,364,346,Snow,5
TR8542,Amtrak,San Francisco 4th,Chicago Union,2023-07-25 23:17:00,2023-07-26 00:17:00,1:00:00,Delayed,350.56,Intercity,P13,E,200,333,Rain,10
TR8543,Amtrak,San Francisco 4th,Chicago Union,2023-04-23 15:41:00,2023-04-23 18:41:00,3:00:00,Cancelled,459.05,Passenger,P7,D,163,522,Fog,8
TR8544,Amtrak,San Francisco 4th,Los Angeles Union,2023-01-05 12:46:00,2023-01-05 15:46:00,3:00:00,On Time,123.12,Passenger,P10,B,183,503,Storm,4
TR8545,Via Rail,Montreal Central,Ottawa Station,2023-01-02 04:24:00,2023-01-02 10:24:00,6:00:00,On Time,13.32,Intercity,P12,D,443,163,Storm,19
TR8546,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-11-26 07:21:00,2023-11-26 10:21:00,3:00:00,On Time,64.86,Metro,P11,D,331,422,Storm,20
TR8547,JR East,Kyoto Station,Tokyo Station,2023-02-11 21:32:00,2023-02-12 05:32:00,8:00:00,Delayed,286.0,Intercity,P7,A,453,277,Rain,15
TR8548,Via Rail,Ottawa Station,Calgary Station,2023-11-28 22:33:00,2023-11-29 09:33:00,11:00:00,On Time,432.33,High-Speed,P11,E,152,80,Storm,18
TR8549,Via Rail,Toronto Union,Vancouver Pacific,invalid_date,2023-05-29 01:29:00,3:00:00,Delayed,232.72,Freight,P8,E,154,469,Fog,3
TR8550,Amtrak,Boston South,Chicago Union,2023-01-19 06:46:00,2023-01-19 12:46:00,6:00:00,Delayed,203.2,Metro,P6,D,98,333,Storm,8
TR8551,JR Central,Tokyo Station,Nagoya Station,2023-04-01 21:16:00,2023-04-02 03:16:00,6:00:00,Delayed,109.18,Passenger,P5,B,138,475,Fog,20
TR8552,Deutsche Bahn,Munich Hbf,Hamburg Hbf,invalid_date,2023-01-01 17:45:00,10:00:00,Delayed,201.59,Intercity,P3,B,292,506,Fog,16
TR8553,JR East,Hiroshima Station,Osaka Station,2023-12-03 01:58:00,2023-12-03 08:58:00,7:00:00,Cancelled,95.77,Passenger,P10,D,369,168,Rain,20
TR8554,Via Rail,Calgary Station,Montreal Central,2023-02-10 17:05:00,2023-02-11 05:05:00,12:00:00,Cancelled,379.91,Passenger,P6,E,412,235,Fog,5
TR8555,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-04-19 21:22:00,2023-04-20 04:22:00,7:00:00,Cancelled,137.35,Freight,P20,E,51,0,Storm,6
TR8556,Via Rail,Ottawa Station,Calgary Station,2023-07-26 22:08:00,2023-07-27 09:08:00,11:00:00,On Time,305.78,Metro,P20,B,85,212,Snow,9
TR8557,Via Rail,Toronto Union,Ottawa Station,2023-05-28 08:11:00,2023-05-28 18:11:00,10:00:00,Delayed,108.37,Passenger,P1,B,201,237,Rain,15
TR8558,JR East,Osaka Station,Kyoto Station,invalid_date,2023-10-16 19:47:00,7:00:00,Delayed,231.7,Metro,P11,D,357,351,Storm,16
TR8559,JR Central,Nagoya Station,Kyoto Station,2023-12-20 04:06:00,2023-12-20 11:06:00,7:00:00,Delayed,427.34,Metro,P12,D,237,39,Storm,2
TR8560,JR East,Nagoya Station,Tokyo Station,2023-07-05 13:57:00,2023-07-05 15:57:00,2:00:00,On Time,311.6,Intercity,P8,E,237,194,Clear,5
TR8561,Indian Railways,Mumbai CST,Delhi Junction,2023-12-17 14:13:00,2023-12-17 16:13:00,2:00:00,Delayed,89.89,Intercity,P13,C,338,211,Fog,15
TR8562,Amtrak,Chicago Union,Boston South,2023-08-05 10:23:00,2023-08-05 17:23:00,7:00:00,Cancelled,494.92,High-Speed,P17,C,333,210,Fog,2
TR8563,Indian Railways,Howrah,Mumbai CST,2023-09-21 12:03:00,2023-09-21 17:03:00,5:00:00,Cancelled,100.38,High-Speed,P17,D,226,202,Snow,7
TR8564,Deutsche Bahn,Hamburg Hbf,Berlin Hbf,2023-02-12 02:00:00,2023-02-12 05:00:00,3:00:00,Cancelled,307.35,Intercity,P11,A,73,446,Clear,11
TR8565,Indian Railways,Howrah,Chennai Central,2023-10-12 22:51:00,2023-10-13 10:51:00,12:00:00,On Time,486.9,Intercity,P18,E,165,360,Fog,19
TR8566,JR East,,Nagoya Station,2023-12-13 06:56:00,2023-12-13 14:56:00,8:00:00,Cancelled,457.23,High-Speed,P17,C,257,507,Snow,17
TR8567,JR East,Hiroshima Station,Osaka Station,2023-07-08 01:28:00,2023-07-08 12:28:00,11:00:00,On Time,238.91,High-Speed,P16,D,121,65,Storm,20
TR8568,JR Central,Osaka Station,Hiroshima Station,2023-09-08 20:55:00,2023-09-09 01:55:00,5:00:00,On Time,298.76,Freight,P7,A,111,399,Clear,6
TR8569,JR Central,Osaka Station,Tokyo Station,2023-04-02 11:09:00,2023-04-02 13:09:00,2:00:00,On Time,137.53,High-Speed,P13,B,471,523,Snow,18
TR8570,JR East,Tokyo Station,Kyoto Station,2023-07-22 14:23:00,2023-07-22 21:23:00,7:00:00,Cancelled,442.42,Intercity,P7,A,405,535,Snow,15
TR8571,Via Rail,Montreal Central,Vancouver Pacific,2023-05-31 12:11:00,2023-05-31 22:11:00,10:00:00,Delayed,407.29,Metro,P1,C,392,445,Clear,14
TR8572,JR Central,Kyoto Station,Hiroshima Station,2023-02-07 14:47:00,2023-02-08 00:47:00,10:00:00,On Time,301.8,Intercity,P20,A,268,145,Snow,15
TR8573,Via Rail,Montreal Central,Calgary Station,2023-07-21 23:40:00,2023-07-22 02:40:00,3:00:00,Cancelled,331.3,Freight,P11,A,60,107,Storm,10
TR8574,Deutsche Bahn,Hamburg Hbf,Munich Hbf,2023-06-16 11:42:00,2023-06-16 14:42:00,3:00:00,Delayed,105.9,Freight,P16,D,96,340,Fog,20
TR8575,Indian Railways,Howrah,Mumbai CST,2023-12-25 01:51:00,2023-12-25 12:51:00,11:00:00,Cancelled,218.72,Metro,P9,D,94,446,Fog,4
TR8576,Via Rail,Montreal Central,Vancouver Pacific,2023-07-10 15:36:00,2023-07-10 18:36:00,3:00:00,Cancelled,300.22,Metro,P5,D,191,300,Storm,12
TR8577,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-07-05 05:24:00,2023-07-05 09:24:00,4:00:00,Delayed,253.93,High-Speed,P6,A,383,273,Storm,13
TR8578,Amtrak,San Francisco 4th,Los Angeles Union,2023-01-03 15:00:00,2023-01-03 22:00:00,7:00:00,Delayed,498.82,Metro,P15,C,479,263,Fog,2
TR8579,JR East,Nagoya Station,Osaka Station,2023-10-03 07:24:00,2023-10-03 13:24:00,6:00:00,Delayed,377.35,High-Speed,P3,A,255,245,Snow,17
TR8580,Amtrak,San Francisco 4th,New York Penn,2023-10-29 01:19:00,2023-10-29 09:19:00,8:00:00,On Time,102.7,Metro,P5,E,450,173,Clear,20
TR8581,Deutsche Bahn,Cologne Hbf,Frankfurt Hbf,2023-04-25 09:55:00,2023-04-25 12:55:00,3:00:00,On Time,364.62,High-Speed,P18,C,294,416,Storm,10
TR8582,Via Rail,Calgary Station,Montreal Central,2023-03-05 12:05:00,2023-03-05 19:05:00,7:00:00,Delayed,419.38,High-Speed,P16,B,115,361,Fog,2
TR8583,Deutsche Bahn,Munich Hbf,Hamburg Hbf,2023-04-07 12:07:00,2023-04-08 00:07:00,12:00:00,On Time,104.49,High-Speed,P9,A,214,0,Storm,2
TR8584,Amtrak,New York Penn,Chicago Union,2023-03-19 15:59:00,2023-03-19 19:59:00,4:00:00,On Time,475.43,Passenger,P18,C,279,428,Storm,14
TR8585,Deutsche Bahn,Hamburg Hbf,Frankfurt Hbf,2023-02-06 08:25:00,2023-02-06 10:25:00,2:00:00,Delayed,411.25,High-Speed,P3,D,254,294,Storm,4
TR8586,Amtrak,Boston South,Los Angeles Union,2023-09-17 16:57:00,2023-09-17 18:57:00,2:00:00,On Time,105.48,Freight,P12,C,165,502,Rain,16
TR8587,Indian Railways,Howrah,Mumbai CST,2023-06-24 05:48:00,2023-06-24 09:48:00,4:00:00,On Time,70.02,High-Speed,P6,C,475,536,Rain,15
TR8588,Via Rail,Toronto Union,Montreal Central,2023-02-04 22:07:00,2023-02-05 06:07:00,8:00:00,Delayed,207.58,Metro,P18,B,418,474,Rain,16
TR8589,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-11-14 00:31:00,2023-11-14 12:31:00,12:00:00,Cancelled,274.25,High-Speed,P11,C,322,288,Rain,4
TR8590,Amtrak,New York Penn,Los Angeles Union,,2023-03-29 20:24:00,4:00:00,Cancelled,193.85,Metro,P15,B,213,78,Storm,20
TR8591,Amtrak,New York Penn,Boston South,2023-11-08 17:07:00,2023-11-09 00:07:00,7:00:00,Delayed,64.97,Intercity,P11,E,450,242,Storm,18
TR8592,Deutsche Bahn,Munich Hbf,Cologne Hbf,2023-01-14 14:18:00,2023-01-14 15:18:00,1:00:00,On Time,230.02,Passenger,P7,B,465,235,Rain,16
TR8593,Amtrak,Los Angeles Union,San Francisco 4th,2023-02-13 01:11:00,2023-02-13 06:11:00,5:00:00,Delayed,155.46,Passenger,P20,C,381,351,Fog,5
TR8594,Deutsche Bahn,Cologne Hbf,Munich Hbf,2023-01-17 17:13:00,2023-01-17 23:13:00,6:00:00,On Time,449.06,Passenger,P10,A,235,269,Storm,7
TR8595,Via Rail,Vancouver Pacific,Montreal Central,2023-08-25 11:35:00,2023-08-25 19:35:00,8:00:00,On Time,356.08,High-Speed,P12,D,199,290,Clear,8
TR8596,Indian Railways,Delhi Junction,Bangalore City,2023-11-20 15:25:00,2023-11-21 00:25:00,9:00:00,Cancelled,412.64,Freight,P3,D,448,465,Snow,14
TR8597,JR East,Hiroshima Station,Tokyo Station,2023-11-10 15:50:00,2023-11-10 17:50:00,2:00:00,Cancelled,289.87,High-Speed,P2,B,468,2,Rain,9
TR8598,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-12-07 10:25:00,2023-12-07 19:25:00,9:00:00,Cancelled,412.77,Freight,P17,E,215,30,Snow,12
TR8599,Amtrak,San Francisco 4th,Boston South,2023-04-06 09:48:00,2023-04-06 12:48:00,3:00:00,On Time,457.52,Metro,P4,A,215,533,Fog,5
TR8600,Indian Railways,Bangalore City,Chennai Central,2023-03-18 23:49:00,2023-03-19 05:49:00,6:00:00,On Time,276.91,High-Speed,P4,E,465,241,Storm,15
TR8601,Amtrak,Los Angeles Union,San Francisco 4th,2023-02-08 11:26:00,2023-02-08 21:26:00,10:00:00,Delayed,317.89,Passenger,P13,E,470,227,Snow,2
TR8602,Indian Railways,Bangalore City,Chennai Central,2023-09-14 10:37:00,2023-09-14 19:37:00,9:00:00,On Time,245.35,Metro,P15,D,324,15,Fog,20
TR8603,Via Rail,Calgary Station,Ottawa Station,2023-02-09 04:54:00,2023-02-09 14:54:00,10:00:00,On Time,218.31,High-Speed,P2,A,458,388,Fog,6
TR8604,Via Rail,Calgary Station,Ottawa Station,2023-01-09 11:27:00,2023-01-09 19:27:00,8:00:00,On Time,352.74,Intercity,P9,E,96,63,Clear,19
TR8605,Via Rail,Vancouver Pacific,Ottawa Station,2023-05-26 14:52:00,2023-05-27 00:52:00,10:00:00,Cancelled,293.5,Freight,P11,E,356,334,Snow,2
TR8606,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-02-07 16:05:00,2023-02-07 22:05:00,6:00:00,Delayed,253.95,Freight,P7,C,461,268,Clear,9
TR8607,JR Central,Nagoya Station,Tokyo Station,2023-12-29 19:51:00,2023-12-29 20:51:00,1:00:00,On Time,244.97,Passenger,P12,B,54,442,Storm,19
TR8608,Amtrak,Chicago Union,Los Angeles Union,2023-10-21 20:41:00,2023-10-22 07:41:00,11:00:00,Delayed,48.84,Freight,P15,D,267,132,Clear,18
TR8609,JR Central,Kyoto Station,Hiroshima Station,2023-05-16 14:01:00,2023-05-17 01:01:00,11:00:00,On Time,376.02,Intercity,P18,C,304,385,Fog,3
TR8610,Deutsche Bahn,Munich Hbf,Cologne Hbf,2023-12-27 08:40:00,2023-12-27 12:40:00,4:00:00,On Time,69.31,High-Speed,P12,D,420,369,Fog,2
TR8611,Indian Railways,Chennai Central,Mumbai CST,2023-11-28 14:38:00,2023-11-28 20:38:00,6:00:00,Delayed,484.69,Freight,P19,A,388,181,Snow,15
TR8612,Indian Railways,Bangalore City,Chennai Central,2023-04-18 09:43:00,2023-04-18 11:43:00,2:00:00,Delayed,458.29,High-Speed,P11,D,456,492,Snow,4
TR8613,Indian Railways,Mumbai CST,Howrah,2023-09-13 21:13:00,2023-09-14 06:13:00,9:00:00,Delayed,150.93,Freight,P3,A,282,523,Snow,20
TR8614,Amtrak,San Francisco 4th,New York Penn,2023-06-15 13:03:00,2023-06-15 18:03:00,5:00:00,Cancelled,452.47,Intercity,P11,D,60,545,Snow,16
TR8615,Amtrak,San Francisco 4th,Chicago Union,2023-08-04 19:52:00,2023-08-05 07:52:00,12:00:00,Delayed,397.54,Passenger,P12,D,162,135,Rain,13
TR8616,JR Central,Osaka Station,,2023-09-19 22:46:00,2023-09-20 05:46:00,7:00:00,Delayed,225.6,Intercity,P1,C,51,283,Fog,18
TR8617,Deutsche Bahn,Cologne Hbf,Munich Hbf,2023-12-24 10:50:00,2023-12-24 17:50:00,7:00:00,Cancelled,228.33,Passenger,P2,D,76,133,Storm,3
TR8618,Indian Railways,Howrah,Delhi Junction,2023-07-05 01:54:00,2023-07-05 03:54:00,2:00:00,On Time,274.51,Passenger,P11,B,159,426,Clear,16
TR8619,Deutsche Bahn,Frankfurt Hbf,Cologne Hbf,2023-03-29 12:23:00,2023-03-29 21:23:00,9:00:00,Delayed,166.21,Intercity,P13,A,455,59,Fog,16
TR8620,JR East,Osaka Station,Kyoto Station,2023-11-03 09:44:00,2023-11-03 17:44:00,8:00:00,Delayed,151.83,Metro,P11,C,264,228,Rain,9
TR8621,Amtrak,Los Angeles Union,Chicago Union,2023-02-22 17:05:00,2023-02-23 04:05:00,11:00:00,On Time,181.07,Passenger,P10,B,107,509,Rain,5
