FlightNumber,Airline,Origin,Destination,DepartureTime,ArrivalTime,Duration,Status,Price,AircraftType,GateNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
JB3961,American Airlines,MIA,LAX,2023-09-08 07:00:27,2023-09-08 13:50:27,0 days 06:50:00,On Time,1028.88,Airbus A380,A21,4,140.0,101.0,Fog,6.0
SW9595,JetBlue,BOS,SEA,2023-08-13 10:42:30,2023-08-13 14:14:30,0 days 03:32:00,On Time,808.12,Boeing 777,D16,International,389.0,298.0,Snow,7.0
AA6190,Spirit,DEN,SEA,2023-09-29 11:25:36,2023-09-29 18:44:36,0 days 07:19:00,Cancelled,1161.17,Embraer 190,A16,1,351.0,232.0,Thunderstorm,6.0
SW5006,Southwest,DFW,ORD,2023-06-16 03:17:38,2023-06-16 10:54:38,0 days 07:37:00,Cancelled,606.71,Boeing 737,B7,3,120.0,95.0,Snow,11.0
SW8559,Spirit,SFO,DEN,2023-06-04 15:03:30,2023-06-04 16:58:30,0 days 01:55:00,Cancelled,544.46,Airbus A380,D7,4,138.0,74.0,Fog,7.0
SW2987,American Airlines,SFO,SEA,2023-06-22 08:00:54,2023-06-22 10:01:54,0 days 02:01:00,Cancelled,1054.42,Airbus A320,D17,4,157.0,120.0,Clear,12.0
UA7850,Alaska Airlines,ORD,SEA,2023-06-21 17:02:59,2023-06-21 22:01:59,0 days 04:59:00,On Time,458.25,Boeing 737,B24,1,268.0,253.0,Thunderstorm,6.0
AS9200,United,JFK,ORD,2023-01-16 10:53:04,2023-01-16 15:37:04,0 days 04:44:00,Cancelled,1052.82,Bombardier CRJ900,C1,International,311.0,304.0,Cloudy,5.0
UA2221,Spirit,DEN,SEA,2023-12-06 10:19:40,2023-12-06 14:11:40,0 days 03:52:00,Cancelled,1470.61,Boeing 737,B9,3,356.0,67.0,Cloudy,13.0
UA9324,American Airlines,MIA,JFK,2023-06-27 23:30:04,2023-06-28 00:22:04,0 days 00:52:00,Delayed,1404.08,Embraer 190,D2,3,357.0,103.0,Thunderstorm,10.0
UA3654,Spirit,SFO,LAX,2023-11-30 10:55:13,2023-11-30 20:32:13,0 days 09:37:00,On Time,247.38,Bombardier CRJ900,A2,4,400.0,326.0,Cloudy,10.0
AS9232,United,LAX,DFW,2023-02-02 13:46:29,2023-02-02 20:45:29,0 days 06:59:00,Cancelled,1492.9,Boeing 737,B12,International,167.0,90.0,Thunderstorm,11.0
AA9946,Delta,ATL,BOS,2023-06-30 02:06:53,2023-06-30 08:22:53,0 days 06:16:00,Delayed,1259.17,Embraer 190,D28,International,379.0,127.0,Fog,9.0
SP9372,JetBlue,LAX,ORD,2023-01-19 08:14:42,2023-01-19 16:08:42,0 days 07:54:00,On Time,1093.76,Bombardier CRJ900,A29,1,393.0,286.0,Clear,15.0
UA8422,JetBlue,ORD,DFW,2023-04-28 07:15:11,2023-04-28 14:26:11,0 days 07:11:00,Cancelled,541.43,Boeing 737,D15,1,316.0,235.0,Clear,15.0
DL774,Delta,MIA,LAX,2023-09-21 10:09:58,2023-09-21 13:03:58,0 days 02:54:00,Delayed,1268.55,Embraer 190,D2,1,149.0,61.0,Cloudy,10.0
AA8979,Delta,DEN,ATL,2023-03-28 13:02:46,2023-03-28 21:23:46,0 days 08:21:00,Cancelled,418.88,Bombardier CRJ900,B10,International,207.0,80.0,Thunderstorm,6.0
AS8312,Southwest,SEA,SFO,2023-06-16 07:50:13,2023-06-16 11:10:13,0 days 03:20:00,Delayed,776.98,Embraer 190,C9,2,195.0,195.0,Clear,7.0
AS6091,Alaska Airlines,DFW,JFK,2023-01-17 03:32:55,2023-01-17 07:55:55,0 days 04:23:00,Cancelled,87.06,Boeing 777,A17,International,265.0,195.0,Thunderstorm,8.0
AA2356,United,JFK,LAX,2023-11-15 05:20:49,2023-11-15 10:22:49,0 days 05:02:00,Cancelled,1063.5,Airbus A380,B13,International,169.0,153.0,Cloudy,13.0
SW7535,Delta,DEN,ATL,2023-05-21 12:44:26,2023-05-21 13:48:26,0 days 01:04:00,Cancelled,72.99,Bombardier CRJ900,B12,3,247.0,226.0,Clear,13.0
SP3073,Alaska Airlines,ATL,MIA,2023-04-10 08:32:03,2023-04-10 13:16:03,0 days 04:44:00,Cancelled,1454.79,Boeing 737,A9,1,240.0,221.0,Thunderstorm,5.0
DL5423,Alaska Airlines,JFK,ATL,2023-07-03 07:30:39,2023-07-03 16:10:39,0 days 08:40:00,Cancelled,,Airbus A320,A12,4,196.0,99.0,Cloudy,10.0
UA3103,Delta,ORD,ATL,2023-01-22 21:06:30,2023-01-23 03:43:30,0 days 06:37:00,Cancelled,996.9,Boeing 737,D2,3,110.0,91.0,Cloudy,14.0
DL247,Delta,BOS,DFW,2023-12-16 10:37:53,2023-12-16 13:10:53,0 days 02:33:00,On Time,1051.55,Embraer 190,D10,3,183.0,167.0,Snow,10.0
DL2355,Delta,SEA,ATL,2023-09-11 02:11:07,2023-09-11 07:38:07,0 days 05:27:00,Cancelled,103.39,Boeing 777,C22,2,348.0,145.0,Rain,6.0
DL9872,American Airlines,MIA,SFO,2023-04-13 13:24:14,2023-04-13 21:49:14,0 days 08:25:00,Cancelled,327.4,Airbus A320,C8,1,286.0,212.0,Cloudy,10.0
AS8603,Delta,DEN,ATL,2023-04-22 18:36:27,2023-04-22 22:52:27,0 days 04:16:00,Cancelled,1343.63,Airbus A320,D4,3,316.0,247.0,Snow,8.0
SW2480,Delta,SEA,ATL,2023-07-22 21:56:41,2023-07-23 05:56:41,0 days 08:00:00,Cancelled,984.6,Boeing 737,A12,International,104.0,94.0,Rain,7.0
JB2473,American Airlines,BOS,MIA,2023-11-26 20:28:09,2023-11-26 23:11:09,0 days 02:43:00,On Time,1130.07,Airbus A380,B25,2,328.0,271.0,Fog,9.0
SP7567,Delta,ORD,SFO,2023-11-09 04:53:15,2023-11-09 07:53:15,0 days 03:00:00,Delayed,62.24,Bombardier CRJ900,B25,4,160.0,108.0,Clear,14.0
SW1596,American Airlines,SEA,SFO,2023-09-13 16:27:29,2023-09-13 23:08:29,0 days 06:41:00,On Time,463.92,Airbus A320,,3,257.0,236.0,Clear,7.0
AS6226,Delta,LAX,DFW,2023-06-01 03:38:47,2023-06-01 11:44:47,0 days 08:06:00,Delayed,753.7,Airbus A320,D6,1,146.0,88.0,Clear,11.0
AA6446,United,DFW,ATL,2023-07-18 17:09:21,2023-07-18 21:29:21,0 days 04:20:00,On Time,769.16,Airbus A380,D9,4,156.0,127.0,Snow,11.0
UA1496,Southwest,DEN,SFO,2023-06-25 23:34:09,2023-06-26 02:56:09,0 days 03:22:00,Delayed,1265.29,Boeing 777,C12,1,142.0,60.0,Cloudy,14.0
UA708,American Airlines,MIA,MIA,2023-09-20 19:47:00,2023-09-21 05:26:00,,Cancelled,805.86,Airbus A380,C16,International,112.0,51.0,Thunderstorm,12.0
SW2515,Spirit,MIA,ATL,2023-03-03 18:26:13,2023-03-04 00:32:13,0 days 06:06:00,Delayed,1174.89,Airbus A380,B23,International,116.0,51.0,Thunderstorm,8.0
SP480,Delta,ORD,SFO,2023-02-13 10:38:52,2023-02-13 09:38:52,,On Time,1448.24,Embraer 190,C27,2,358.0,260.0,Fog,9.0
SW7495,American Airlines,SFO,BOS,2023-09-03 04:05:31,2023-09-03 10:11:31,0 days 06:06:00,On Time,673.44,Boeing 737,B10,4,297.0,146.0,Rain,12.0
AS5551,Southwest,ATL,ORD,2023-07-02 13:06:32,2023-07-02 17:41:32,0 days 04:35:00,Delayed,1317.43,Boeing 777,C3,2,236.0,75.0,Fog,13.0
SW5792,Delta,SFO,DEN,2023-06-01 08:37:24,2023-06-01 18:16:24,0 days 09:39:00,On Time,76.02,Boeing 777,C22,4,387.0,191.0,Clear,8.0
JB2103,United,LAX,BOS,2023-06-30 17:52:17,2023-06-30 18:36:17,0 days 00:44:00,Delayed,74.12,Boeing 737,C22,3,219.0,172.0,Cloudy,12.0
AA3677,Alaska Airlines,LAX,MIA,2023-02-03 11:21:22,,0 days 04:43:00,Cancelled,317.61,Embraer 190,C28,4,253.0,84.0,Fog,14.0
AS1441,Spirit,ORD,SFO,2023-05-10 23:13:15,2023-05-11 08:08:15,0 days 08:55:00,Delayed,64.99,Airbus A320,B16,2,125.0,125.0,Thunderstorm,11.0
SW6719,American Airlines,DEN,JFK,2023-03-06 02:04:45,2023-03-06 04:04:45,0 days 02:00:00,On Time,1420.09,Airbus A380,A10,2,313.0,88.0,Clear,11.0
UA7835,Spirit,LAX,BOS,2023-08-17 00:37:35,2023-08-17 04:31:35,0 days 03:54:00,On Time,1459.63,Embraer 190,A22,1,229.0,177.0,Cloudy,8.0
SW638,American Airlines,ORD,ATL,2023-10-26 23:18:01,2023-10-27 02:10:01,0 days 02:52:00,On Time,1135.08,Boeing 777,D13,1,379.0,253.0,Snow,8.0
DL9898,JetBlue,DFW,LAX,2023-08-17 19:31:30,2023-08-18 03:39:30,0 days 08:08:00,Delayed,1024.93,Embraer 190,D25,4,380.0,240.0,Clear,12.0
AS4082,American Airlines,JFK,SEA,2023-12-18 01:26:35,2023-12-18 03:11:35,0 days 01:45:00,On Time,571.8,Airbus A320,A10,3,352.0,240.0,Rain,13.0
DL1048,Southwest,LAX,BOS,2023-11-05 22:44:21,2023-11-06 03:33:21,0 days 04:49:00,Cancelled,492.8,Boeing 777,D9,International,310.0,303.0,Rain,11.0
SW9519,Delta,SEA,LAX,2023-01-18 18:40:18,2023-01-19 00:58:18,0 days 06:18:00,Cancelled,1401.67,Embraer 190,D30,2,384.0,149.0,Fog,5.0
UA9268,American Airlines,JFK,ATL,2023-01-08 17:28:38,2023-01-09 02:59:38,0 days 09:31:00,Delayed,688.55,Bombardier CRJ900,C10,3,141.0,127.0,Thunderstorm,12.0
AS2182,Delta,BOS,LAX,2023-12-29 03:41:41,2023-12-29 10:06:41,0 days 06:25:00,Cancelled,904.65,Airbus A320,A2,1,282.0,101.0,Thunderstorm,5.0
UA2574,Spirit,MIA,JFK,2023-11-15 15:32:07,2023-11-15 19:39:07,0 days 04:07:00,Cancelled,175.21,Embraer 190,C6,3,244.0,83.0,Rain,14.0
DL2243,Alaska Airlines,MIA,ATL,2023-04-25 21:27:51,2023-04-26 06:30:51,0 days 09:03:00,Delayed,422.83,Boeing 737,C1,2,149.0,136.0,Thunderstorm,11.0
SP4004,United,JFK,DFW,2023-01-28 19:19:43,2023-01-29 00:32:43,0 days 05:13:00,Cancelled,369.25,Boeing 737,D3,1,279.0,208.0,Rain,9.0
SW2778,JetBlue,ATL,DFW,2023-01-01 04:13:06,2023-01-01 07:07:06,0 days 02:54:00,Delayed,346.84,Embraer 190,D4,International,239.0,234.0,Cloudy,11.0
DL454,Spirit,LAX,DFW,2023-01-27 14:26:54,2023-01-27 20:37:54,0 days 06:11:00,Delayed,927.39,Bombardier CRJ900,B19,3,119.0,76.0,Snow,9.0
SP9740,Alaska Airlines,SEA,ORD,2023-06-27 20:54:04,2023-06-28 02:35:04,0 days 05:41:00,Cancelled,904.32,Embraer 190,A29,International,394.0,115.0,Rain,11.0
AS3120,American Airlines,,MIA,2023-04-09 14:20:39,2023-04-09 21:20:39,0 days 07:00:00,Cancelled,1397.13,Bombardier CRJ900,C30,International,321.0,284.0,Rain,10.0
UA3202,United,SEA,ATL,2023-08-30 20:25:39,2023-08-31 01:47:39,0 days 05:22:00,On Time,1297.52,Boeing 737,A16,4,185.0,128.0,Clear,7.0
JB1014,JetBlue,DEN,BOS,2023-08-12 21:15:41,2023-08-13 01:46:41,0 days 04:31:00,Cancelled,71.9,Boeing 777,B12,International,196.0,153.0,Fog,13.0
JB5741,Spirit,BOS,MIA,2023-05-17 18:17:23,2023-05-18 00:31:23,0 days 06:14:00,On Time,251.93,Bombardier CRJ900,C5,3,305.0,167.0,Cloudy,12.0
SW7805,Southwest,DEN,ORD,2023-04-16 21:54:16,2023-04-17 04:34:16,0 days 06:40:00,Delayed,246.87,Boeing 777,B7,3,140.0,114.0,Fog,12.0
SW4845,American Airlines,ATL,MIA,2023-03-23 15:38:17,2023-03-24 00:22:17,0 days 08:44:00,Cancelled,734.62,Airbus A320,D2,International,260.0,159.0,Cloudy,12.0
SW7953,Delta,DEN,ORD,2023-07-17 05:11:28,2023-07-17 09:18:28,0 days 04:07:00,On Time,1031.76,Boeing 737,B10,International,375.0,70.0,Fog,14.0
AS7279,,SEA,BOS,2023-07-31 16:31:26,2023-07-31 23:47:26,0 days 07:16:00,Delayed,1106.57,Boeing 737,B19,1,224.0,214.0,Rain,12.0
SP1132,Alaska Airlines,DFW,ATL,2023-04-12 13:58:08,2023-04-12 21:53:08,0 days 07:55:00,Cancelled,548.03,Airbus A380,C1,3,,64.0,Clear,10.0
AS4011,JetBlue,BOS,SFO,2023-05-06 02:45:08,2023-05-06 12:34:08,0 days 09:49:00,On Time,1226.61,Airbus A380,C3,1,236.0,66.0,Rain,10.0
AA255,Delta,JFK,ATL,2023-02-28 07:10:46,2023-02-28 16:36:46,0 days 09:26:00,Cancelled,1089.18,Bombardier CRJ900,B25,3,272.0,98.0,Cloudy,12.0
UA3801,United,SEA,DEN,2023-04-16 16:25:34,,0 days 04:35:00,Cancelled,851.46,Boeing 737,B22,International,374.0,359.0,Rain,15.0
UA3882,American Airlines,SFO,,2023-03-10 04:05:29,2023-03-10 07:41:29,0 days 03:36:00,Delayed,657.5,Airbus A320,D22,3,223.0,172.0,Clear,6.0
AA9991,Delta,ATL,SEA,2023-02-01 02:26:02,2023-02-01 05:20:02,0 days 02:54:00,Delayed,1490.56,Boeing 737,A2,2,252.0,184.0,,9.0
SW8512,American Airlines,DEN,DFW,2023-03-09 13:19:36,2023-03-09 14:09:36,0 days 00:50:00,On Time,159.61,Boeing 777,B19,1,174.0,77.0,Clear,7.0
JB5755,Alaska Airlines,DFW,MIA,2023-06-24 10:04:58,2023-06-24 14:58:58,0 days 04:54:00,Cancelled,615.93,Airbus A320,D23,3,290.0,132.0,Thunderstorm,12.0
SP6047,United,JFK,DFW,2023-06-28 17:11:04,2023-06-29 02:24:04,0 days 09:13:00,On Time,1091.4,Bombardier CRJ900,D13,3,227.0,122.0,Cloudy,9.0
SP1705,Alaska Airlines,ORD,SEA,2023-04-19 21:22:54,2023-04-20 03:40:54,0 days 06:18:00,On Time,,Airbus A320,C12,International,195.0,191.0,Thunderstorm,11.0
AA1135,JetBlue,ORD,,2023-06-28 06:26:44,2023-06-28 12:47:44,0 days 06:21:00,Cancelled,478.35,Airbus A320,A23,2,343.0,156.0,Cloudy,6.0
DL882,American Airlines,DEN,JFK,2023-10-04 11:54:31,2023-10-04 13:31:31,0 days 01:37:00,On Time,765.18,Boeing 737,B30,3,347.0,163.0,Snow,8.0
AS2874,JetBlue,SFO,ORD,2023-01-17 00:59:38,2023-01-17 02:13:38,0 days 01:14:00,Delayed,502.95,Embraer 190,D17,International,342.0,199.0,Thunderstorm,8.0
AS1348,United,BOS,LAX,2023-12-26 23:34:26,2023-12-27 06:04:26,0 days 06:30:00,Delayed,182.56,Airbus A320,B11,2,286.0,221.0,Cloudy,8.0
JB2748,Southwest,ATL,ORD,2023-08-05 10:19:40,2023-08-05 14:00:40,0 days 03:41:00,Delayed,1495.67,Airbus A380,B14,4,215.0,125.0,Cloudy,12.0
DL966,JetBlue,MIA,SEA,2023-11-09 06:53:01,2023-11-09 16:49:01,0 days 09:56:00,Delayed,798.86,Boeing 777,D14,2,164.0,153.0,Fog,13.0
SW9005,Southwest,JFK,ORD,2023-10-10 21:45:34,2023-10-11 07:42:34,0 days 09:57:00,On Time,285.43,Boeing 737,A13,International,259.0,235.0,Cloudy,15.0
UA8599,American Airlines,ORD,JFK,2023-12-24 08:25:34,2023-12-24 15:49:34,0 days 07:24:00,On Time,587.34,Boeing 737,D16,4,151.0,63.0,Fog,6.0
DL1446,American Airlines,ORD,JFK,2023-05-10 05:32:37,2023-05-10 12:32:37,0 days 07:00:00,Delayed,511.05,Airbus A320,C18,International,384.0,65.0,Fog,5.0
AA6755,American Airlines,DFW,SFO,2023-07-21 14:03:08,2023-07-21 19:13:08,0 days 05:10:00,On Time,717.01,Boeing 737,D24,4,202.0,163.0,Rain,5.0
DL6066,Southwest,LAX,BOS,2023-05-02 21:42:00,2023-05-02 22:31:00,0 days 00:49:00,Cancelled,1067.03,Bombardier CRJ900,A9,3,281.0,267.0,Clear,5.0
UA1271,United,SFO,JFK,2023-01-22 00:50:59,2023-01-22 07:46:59,0 days 06:56:00,Delayed,1112.0,Embraer 190,A8,4,273.0,59.0,Snow,5.0
UA608,United,DFW,SFO,2023-04-26 20:40:47,2023-04-27 02:03:47,0 days 05:23:00,Delayed,911.8,Embraer 190,A5,International,129.0,122.0,Fog,7.0
JB1986,Alaska Airlines,ATL,MIA,2023-06-23 15:27:50,2023-06-24 00:59:50,0 days 09:32:00,Delayed,529.36,Embraer 190,C8,2,151.0,145.0,Thunderstorm,5.0
SP1933,Alaska Airlines,MIA,LAX,2023-04-16 12:24:41,2023-04-16 21:32:41,0 days 09:08:00,On Time,1207.14,Embraer 190,A21,4,213.0,178.0,Fog,6.0
SP2598,Southwest,LAX,ATL,2023-05-11 23:58:55,2023-05-12 09:09:55,0 days 09:11:00,Cancelled,854.22,Airbus A320,A13,1,241.0,103.0,Snow,15.0
SP8534,United,SFO,DEN,2023-08-07 00:26:34,2023-08-07 09:21:34,0 days 08:55:00,Cancelled,1357.77,Bombardier CRJ900,A19,International,308.0,123.0,Snow,9.0
UA3628,American Airlines,SFO,JFK,2023-02-10 21:41:33,2023-02-11 00:29:33,0 days 02:48:00,Cancelled,124.25,Airbus A320,B23,2,309.0,87.0,Rain,8.0
DL922,Spirit,MIA,SEA,2023-02-04 09:05:10,2023-02-04 15:55:10,0 days 06:50:00,On Time,722.57,Boeing 737,B18,4,168.0,128.0,Snow,15.0
JB8026,American Airlines,DEN,LAX,2023-01-10 07:04:38,2023-01-10 13:01:38,0 days 05:57:00,Cancelled,645.1,Embraer 190,A21,2,242.0,119.0,Cloudy,13.0
AA6060,Southwest,MIA,ORD,2023-04-04 12:59:55,2023-04-04 18:39:55,0 days 05:40:00,Delayed,738.75,Airbus A320,A8,3,224.0,183.0,Fog,6.0
SW3532,Delta,LAX,BOS,2023-07-11 11:12:22,2023-07-11 18:59:22,0 days 07:47:00,Delayed,1201.83,Embraer 190,A18,2,334.0,211.0,Snow,8.0
AA297,Delta,SFO,DEN,2023-01-27 07:09:55,2023-01-27 14:36:55,0 days 07:27:00,Delayed,283.09,Airbus A380,A24,International,135.0,60.0,Thunderstorm,5.0
JB7313,Southwest,ORD,SFO,2023-06-08 16:45:15,2023-06-09 01:05:15,0 days 08:20:00,On Time,800.73,Boeing 737,D13,3,236.0,188.0,Snow,14.0
AA2598,Delta,BOS,SFO,2023-05-28 14:32:18,2023-05-28 21:21:18,0 days 06:49:00,On Time,265.73,Embraer 190,C29,International,188.0,110.0,Fog,6.0
SP4047,Southwest,SEA,ATL,2023-02-18 01:27:10,2023-02-18 02:00:10,0 days 00:33:00,On Time,533.66,Airbus A380,A27,2,295.0,59.0,Snow,9.0
SP3935,United,JFK,ORD,2023-07-18 22:46:14,2023-07-18 23:48:14,0 days 01:02:00,Cancelled,1071.3,Boeing 777,D16,International,224.0,151.0,Clear,15.0
JB7664,United,DFW,JFK,2023-10-11 15:58:06,2023-10-11 20:25:06,0 days 04:27:00,Cancelled,1104.17,Bombardier CRJ900,D29,3,257.0,57.0,Clear,11.0
AS1890,Alaska Airlines,DEN,DFW,2023-03-23 14:24:53,2023-03-23 21:44:53,0 days 07:20:00,Delayed,1338.55,Airbus A380,C17,2,331.0,156.0,Cloudy,8.0
JB1647,Delta,JFK,ORD,2023-11-08 03:14:12,2023-11-08 12:37:12,0 days 09:23:00,On Time,1450.39,Embraer 190,C11,2,154.0,129.0,Cloudy,8.0
JB360,Southwest,BOS,DEN,2023-07-05 04:30:21,2023-07-05 06:54:21,0 days 02:24:00,On Time,701.29,Airbus A320,B4,2,299.0,184.0,Cloudy,15.0
SP1854,Southwest,DFW,JFK,2023-12-08 03:25:06,2023-12-08 08:42:06,0 days 05:17:00,Delayed,1241.67,Airbus A320,C15,International,149.0,63.0,Snow,9.0
DL8380,United,ORD,SFO,2023-09-18 06:21:51,2023-09-18 13:39:51,0 days 07:18:00,Delayed,1060.39,Bombardier CRJ900,B3,3,321.0,253.0,Thunderstorm,11.0
SP2340,Southwest,BOS,DEN,2023-08-23 22:27:30,2023-08-24 05:34:30,,Delayed,1090.73,Boeing 777,C18,International,124.0,78.0,Rain,8.0
DL2459,Spirit,BOS,DFW,2023-04-16 15:30:15,2023-04-16 18:01:15,0 days 02:31:00,Cancelled,1056.73,Airbus A320,B24,1,212.0,152.0,Snow,8.0
AA5623,Delta,ORD,DEN,2023-05-05 04:47:36,2023-05-05 05:49:36,0 days 01:02:00,Delayed,536.51,Airbus A380,C22,2,269.0,176.0,Fog,15.0
AS9052,Alaska Airlines,ORD,LAX,2023-11-05 03:59:54,2023-11-05 05:09:54,0 days 01:10:00,Cancelled,1029.32,Boeing 737,A3,1,385.0,117.0,Rain,9.0
SP1463,JetBlue,JFK,MIA,2023-11-28 21:19:47,2023-11-29 00:17:47,0 days 02:58:00,Delayed,1292.62,Boeing 777,C23,3,230.0,198.0,Clear,5.0
DL3542,United,ATL,DFW,2023-12-14 15:36:43,2023-12-14 18:32:43,0 days 02:56:00,On Time,142.6,Embraer 190,B28,3,140.0,109.0,Rain,13.0
AA9558,Alaska Airlines,JFK,ATL,2023-08-11 16:28:53,2023-08-11 20:18:53,0 days 03:50:00,Cancelled,566.39,,D29,International,365.0,137.0,Cloudy,15.0
AS6625,,LAX,JFK,2023-12-29 12:18:00,2023-12-29 17:29:00,0 days 05:11:00,Delayed,1471.3,Airbus A380,D9,2,347.0,237.0,Fog,13.0
AA1104,Southwest,BOS,MIA,2023-07-28 13:47:24,2023-07-28 20:50:24,0 days 07:03:00,On Time,866.7,Boeing 777,B27,,115.0,78.0,Cloudy,12.0
AS2496,United,SFO,JFK,2023-03-09 16:52:28,2023-03-10 00:33:28,0 days 07:41:00,On Time,560.65,Bombardier CRJ900,B25,4,159.0,123.0,Snow,11.0
SP9941,American Airlines,SFO,DFW,2023-07-20 15:36:48,2023-07-21 01:05:48,0 days 09:29:00,On Time,1227.58,Boeing 777,A23,International,168.0,51.0,Rain,13.0
AS7135,American Airlines,SFO,SFO,2023-10-17 03:13:52,2023-10-17 09:29:52,0 days 06:16:00,Delayed,263.22,Boeing 777,B29,4,191.0,102.0,Fog,8.0
SW830,Southwest,,ATL,2023-12-01 22:23:06,,0 days 01:16:00,On Time,55.27,Boeing 777,B25,1,269.0,197.0,Fog,10.0
AS1659,JetBlue,MIA,LAX,2023-12-02 15:12:58,2023-12-02 21:20:58,0 days 06:08:00,Cancelled,1312.49,Boeing 737,A22,1,204.0,144.0,Clear,10.0
JB8139,American Airlines,DEN,SEA,2023-12-19 02:19:06,2023-12-19 07:29:06,0 days 05:10:00,On Time,397.26,Airbus A320,A29,4,379.0,141.0,Snow,14.0
JB509,Delta,ORD,SFO,2023-12-25 12:43:42,2023-12-25 20:30:42,0 days 07:47:00,Delayed,197.1,Boeing 777,B23,3,145.0,55.0,Rain,7.0
DL7920,Southwest,DFW,ORD,2023-01-28 17:22:46,2023-01-28 21:03:46,0 days 03:41:00,Delayed,751.02,Boeing 737,B23,3,361.0,224.0,Rain,7.0
AS7692,Alaska Airlines,LAX,SFO,2023-06-19 09:05:04,2023-06-19 12:04:04,0 days 02:59:00,Delayed,566.85,Embraer 190,A23,International,252.0,64.0,Fog,7.0
SW9790,JetBlue,SEA,MIA,2023-12-12 17:17:46,2023-12-12 19:29:46,0 days 02:12:00,Cancelled,689.84,Boeing 737,C9,2,344.0,231.0,Fog,12.0
SW3915,Alaska Airlines,BOS,,2023-07-25 14:39:10,2023-07-25 16:24:10,0 days 01:45:00,On Time,159.48,Airbus A320,C17,1,340.0,158.0,Fog,8.0
UA1642,Spirit,BOS,ATL,2023-01-15 21:59:58,2023-01-16 04:45:58,0 days 06:46:00,Delayed,226.86,Airbus A380,C13,4,341.0,162.0,Clear,7.0
AS1497,Alaska Airlines,JFK,MIA,2023-08-21 12:48:17,2023-08-21 19:57:17,0 days 07:09:00,Delayed,1125.3,Boeing 737,C20,2,118.0,89.0,Fog,6.0
AA9624,Spirit,BOS,ORD,2023-11-09 01:10:28,2023-11-09 08:42:28,0 days 07:32:00,Cancelled,517.51,Bombardier CRJ900,B27,4,107.0,68.0,Rain,14.0
AA8896,Delta,SEA,LAX,2023-01-04 14:06:47,2023-01-04 23:08:47,0 days 09:02:00,On Time,1494.04,Bombardier CRJ900,D20,4,173.0,90.0,Rain,14.0
SP6576,Delta,SFO,JFK,2023-04-20 06:24:39,2023-04-20 12:16:39,0 days 05:52:00,Cancelled,1424.57,Embraer 190,A30,4,285.0,253.0,Snow,15.0
JB2933,United,LAX,JFK,2023-05-02 05:31:52,2023-05-02 12:02:52,0 days 06:31:00,Delayed,135.51,Bombardier CRJ900,A24,3,211.0,170.0,Snow,6.0
AS6508,United,LAX,DEN,2023-12-22 18:38:58,2023-12-23 01:39:58,0 days 07:01:00,On Time,706.38,Airbus A380,D11,International,370.0,191.0,Clear,15.0
AS9228,JetBlue,ATL,BOS,2023-05-31 10:56:53,2023-05-31 12:55:53,0 days 01:59:00,On Time,869.94,Boeing 737,D23,4,197.0,155.0,Rain,6.0
UA1902,United,ATL,SFO,2023-06-01 17:01:21,2023-06-01 23:53:21,0 days 06:52:00,On Time,1056.39,Embraer 190,C16,3,138.0,58.0,Snow,13.0
AS9614,Alaska Airlines,ORD,BOS,2023-08-21 06:37:21,2023-08-21 13:53:21,0 days 07:16:00,Cancelled,756.96,Airbus A380,B12,3,249.0,249.0,Fog,5.0
SP2488,American Airlines,ATL,LAX,2023-10-06 05:32:53,2023-10-06 13:20:53,0 days 07:48:00,Delayed,1180.95,Airbus A320,C30,2,328.0,257.0,Rain,11.0
JB2224,Delta,ATL,DEN,2023-04-29 03:54:11,2023-04-29 12:48:11,0 days 08:54:00,Delayed,926.47,Embraer 190,,2,385.0,220.0,Snow,10.0
AA5301,Spirit,JFK,SFO,2023-05-14 03:08:43,2023-05-14 08:17:43,0 days 05:09:00,Delayed,827.86,Bombardier CRJ900,B12,3,300.0,170.0,Cloudy,9.0
SP2956,Delta,SEA,BOS,2023-11-04 09:46:11,2023-11-04 19:28:11,0 days 09:42:00,On Time,511.37,Boeing 737,B7,1,371.0,138.0,Clear,13.0
DL1701,Spirit,JFK,DFW,2023-07-06 17:08:12,2023-07-07 03:07:12,0 days 09:59:00,Cancelled,1449.46,Boeing 777,B5,3,115.0,86.0,Snow,10.0
SW2040,Spirit,SFO,JFK,2023-03-12 16:09:29,2023-03-12 19:27:29,0 days 03:18:00,On Time,951.74,Bombardier CRJ900,D13,International,399.0,170.0,Rain,9.0
AA2583,Delta,MIA,ORD,2023-03-03 00:07:00,2023-03-03 03:57:00,0 days 03:50:00,Delayed,1322.53,Bombardier CRJ900,B18,2,165.0,84.0,Fog,5.0
AS4285,United,DFW,MIA,2023-09-10 17:43:01,2023-09-10 19:14:01,0 days 01:31:00,On Time,1443.19,Boeing 777,B26,1,124.0,61.0,Thunderstorm,13.0
AS9665,Southwest,ATL,DFW,2023-02-17 02:36:10,2023-02-17 05:15:10,0 days 02:39:00,On Time,76.59,Boeing 737,C3,1,332.0,101.0,Thunderstorm,10.0
SP4209,United,MIA,SFO,2023-11-30 08:26:18,2023-11-30 10:55:18,0 days 02:29:00,Cancelled,1182.18,Boeing 777,C21,International,175.0,117.0,Cloudy,9.0
